순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
1872,005820,원림,"12,700","-900","-6.6","527","6,872,850","13,600","13,600","12,250","27,940,000,000","0.00","2,200,000",,,
1873,208860,엔지스테크널러지,"2,775","-40","-1.4","8,876","24,382,020","2,470","2,795","2,470","27,879,215,100","0.00","10,046,564",,,
1874,079950,인베니아,"1,200","-80","-6.2","102,841","122,186,255","1,160","1,245","1,145","27,840,000,000","0.00","23,200,000",,,
1875,054930,유신,"9,260","-890","-8.8","21,994","207,491,250","9,800","9,800","9,200","27,780,000,000","0.00","3,000,000",,,
1876,178600,대동고려삼,"6,240","-50","-0.8","1","6,240","6,240","6,240","6,240","27,765,504,000","0.00","4,449,600",,,
1877,002680,한탑,"1,330","-20","-1.5","32,500","42,215,750","1,325","1,380","1,250","27,664,000,000","0.00","20,800,000",,,
1878,097870,효성오앤비,"3,250","-65","-2.0","32,808","105,337,660","3,015","3,350","3,005","27,592,500,000","0.00","8,490,000",,,
1879,005305,롯데칠성우,"35,550","-1,850","-5.0","4,881","170,639,000","36,450","36,900","34,350","27,562,270,500","0.00","775,310",,,
1880,041520,이라이콤,"2,260","-270","-10.7","79,131","178,163,670","2,330","2,390","2,185","27,546,529,800","0.00","12,188,730",,,
1881,217950,파마리서치바이오,"6,800","-180","-2.6","756","5,098,450","6,900","6,900","6,250","27,535,858,800","0.00","4,049,391",,,
1882,241510,이에스산업,"4,600","0","0.0","0","0","0","0","0","27,521,800,000","0.00","5,983,000",,,
1883,226440,한송네오텍,"687","-47","-6.4","608,483","422,249,354","698","737","657","27,494,113,728","0.00","40,020,544",,,
1884,136660,큐엠씨,"2,895","100","3.6","2,864","7,996,520","2,830","2,895","2,750","27,339,801,000","0.00","9,443,800",,,
1885,196300,애니젠,"5,450","0","0.0","13,972","73,839,590","5,250","5,550","5,060","27,338,099,250","0.00","5,016,165",,,
1886,066910,손오공,"1,015","-105","-9.4","1,285,155","1,325,512,530","1,040","1,080","1,000","27,299,603,415","0.00","26,896,161",,,
1887,018470,조일알미늄,"389","-14","-3.5","222,698","87,486,375","390","404","381","27,290,510,895","0.00","70,155,555",,,
1888,265560,영화테크,"5,100","-780","-13.3","159,683","820,945,665","5,300","5,500","4,900","27,259,959,000","0.00","5,345,090",,,
1889,104620,노랑풍선,"5,720","-830","-12.7","32,683","188,742,740","6,000","6,070","5,430","27,259,518,000","0.00","4,765,650",,,
1890,246690,TS인베스트먼트,"1,215","-130","-9.7","196,320","240,054,805","1,240","1,325","1,180","27,241,519,860","0.00","22,421,004",,,
1891,100660,서암기계공업,"2,160","-305","-12.4","266,866","581,440,800","2,285","2,355","2,100","27,216,000,000","0.00","12,600,000",,,
1892,150440,피노텍,"2,845","-355","-11.1","11,373","31,940,165","2,900","3,000","2,725","27,213,597,140","0.00","9,565,412",,,
1893,270520,지엔원에너지,"925","-59","-6.0","104,418","96,496,496","902","948","900","27,180,953,875","0.00","29,384,815",,,
1894,001810,무림SP,"1,225","-85","-6.5","103,565","127,173,450","1,220","1,260","1,205","27,118,437,500","0.00","22,137,500",,,
1895,059120,아진엑스텍,"3,895","-175","-4.3","46,493","176,859,465","3,705","4,000","3,705","27,054,338,925","0.00","6,945,915",,,
1896,044990,에이치엔에스하이텍,"3,600","-350","-8.9","12,412","43,987,060","3,700","3,880","3,400","27,039,830,400","0.00","7,511,064",,,
1897,089850,유비벨록스,"3,800","-115","-2.9","36,296","136,204,125","3,700","3,890","3,555","27,039,648,600","0.00","7,115,697",,,
1898,141070,맥스로텍,"905","-50","-5.2","601,507","547,121,178","900","949","888","27,032,807,930","0.00","29,870,506",,,
1899,131090,시큐브,"711","-40","-5.3","261,832","186,801,755","740","740","690","27,018,000,000","0.00","38,000,000",,,
1900,138070,신진에스엠,"3,010","-280","-8.5","12,320","36,341,910","3,100","3,100","2,855","27,006,270,830","0.00","8,972,183",,,
1901,039240,경남스틸,"1,080","-20","-1.8","44,090","45,797,290","1,040","1,080","1,005","27,000,000,000","0.00","25,000,000",,,
1902,309900,티티씨디펜스,"2,700","280","11.6","2,072","5,682,260","2,640","2,780","2,600","27,000,000,000","0.00","10,000,000",,,
1903,208140,정다운,"1,315","-15","-1.1","501,865","644,426,245","1,210","1,370","1,200","26,996,718,560","0.00","20,529,824",,,
1904,000910,유니온,"1,725","-225","-11.5","115,461","201,628,275","1,760","1,795","1,715","26,930,042,775","0.00","15,611,619",,,
1905,054340,피앤텔,"6,680","0","0.0","0","0","0","0","0","26,927,340,520","0.00","4,031,039",,,
1906,075130,플랜티넷,"2,990","-185","-5.8","37,814","111,333,085","3,060","3,145","2,820","26,790,400,000","0.00","8,960,000",,,
1907,115500,케이씨에스,"2,230","-125","-5.3","56,920","124,948,930","2,280","2,290","2,130","26,760,000,000","0.00","12,000,000",,,
1908,003780,진양산업,"2,055","-235","-10.3","507,600","1,057,869,665","2,150","2,165","1,980","26,715,000,000","0.00","13,000,000",,,
1909,318000,한국바이오젠,"3,280","-350","-9.6","149,804","498,864,585","3,295","3,465","3,260","26,665,826,000","0.00","8,129,825",,,
1910,020180,대신정보통신,"690","-18","-2.5","477,400","323,951,913","668","699","660","26,515,951,350","0.00","38,428,915",,,
1911,153490,우리이앤엘,"531","-59","-10.0","365,775","193,442,092","556","556","515","26,496,900,000","0.00","49,900,000",,,
1912,033110,코너스톤네트웍스,"204","0","0.0","0","0","0","0","0","26,473,567,764","0.00","129,772,391",,,
1913,033250,체시스,"1,100","-185","-14.4","554,807","647,325,840","1,220","1,300","1,080","26,400,000,000","0.00","24,000,000",,,
1914,050960,수산아이앤티,"3,900","-260","-6.2","9,826","37,577,835","3,695","3,950","3,695","26,328,900,000","0.00","6,751,000",,,
1915,246960,이노테라피,"5,210","-610","-10.5","54,641","289,988,970","5,500","5,580","5,200","26,280,198,640","0.00","5,044,184",,,
1916,031310,아이즈비전,"1,665","-385","-18.8","503,240","864,298,060","1,890","1,920","1,645","26,261,335,710","0.00","15,772,574",,,
1917,123700,SJM,"1,680","-115","-6.4","41,518","69,867,050","1,680","1,790","1,620","26,216,228,640","0.00","15,604,898",,,
1918,096690,제이스테판,"678","-73","-9.7","2,189,405","1,588,601,355","720","784","650","26,211,924,768","0.00","38,660,656",,,
1919,177830,파버나인,"2,320","-270","-10.4","177,634","411,888,840","2,500","2,500","2,210","26,116,374,560","0.00","11,257,058",,,
1920,004830,덕성,"1,665","-100","-5.7","198,114","327,792,960","1,700","1,765","1,615","26,107,200,000","0.00","15,680,000",,,
1921,024740,한일단조,"872","-58","-6.2","509,058","450,396,369","883","908","871","26,065,238,016","0.00","29,891,328",,,
1922,263860,지니언스,"2,755","-115","-4.0","68,747","189,534,595","2,600","2,895","2,520","26,019,873,000","0.00","9,444,600",,,
1923,179530,애드바이오텍,"15,800","300","1.9","20","316,000","15,800","15,800","15,800","26,003,403,000","0.00","1,645,785",,,
1924,086250,이노와이즈,"879","-201","-18.6","1,355,802","1,232,930,655","1,010","1,010","837","25,990,217,502","0.00","29,567,938",,,
1925,206950,볼빅,"6,200","-300","-4.6","0","0","0","0","0","25,936,664,600","0.00","4,183,333",,,
1926,225220,제놀루션,"8,000","300","3.9","499","3,992,000","8,000","8,000","8,000","25,932,672,000","0.00","3,241,584",,,
1927,008470,부스타,"3,080","-220","-6.7","116,303","353,965,505","3,050","3,195","2,900","25,886,784,000","0.00","8,404,800",,,
1928,038950,파인디지털,"2,535","-120","-4.5","6,619","16,896,780","2,600","2,645","2,450","25,884,289,275","0.00","10,210,765",,,
1929,063760,이엘피,"5,250","-550","-9.5","46,555","242,920,110","5,300","5,390","5,090","25,780,125,000","0.00","4,910,500",,,
1930,004100,태양금속,"701","-31","-4.2","169,836","117,913,329","719","732","670","25,726,700,000","0.00","36,700,000",,,
1931,218150,미래생명자원,"1,375","-145","-9.5","258,155","349,459,425","1,370","1,420","1,285","25,673,213,500","0.00","18,671,428",,,
1932,092600,앤씨앤,"1,225","-140","-10.3","293,914","361,648,840","1,200","1,280","1,180","25,660,687,500","0.00","20,947,500",,,
1933,054040,한국컴퓨터,"1,595","-175","-9.9","103,493","164,475,895","1,690","1,690","1,550","25,633,707,550","0.00","16,071,290",,,
1934,031510,오스템,"985","-135","-12.0","504,850","498,443,729","987","1,045","970","25,610,000,000","0.00","26,000,000",,,
1935,080470,성창오토텍,"3,505","-270","-7.2","65,165","225,670,250","3,450","3,610","3,375","25,586,500,000","0.00","7,300,000",,,
1936,250000,보라티알,"3,790","-225","-5.6","88,791","332,323,705","3,700","3,955","3,615","25,585,278,070","0.00","6,750,733",,,
1937,079000,와토스코리아,"3,550","-400","-10.1","4,761","17,497,070","3,535","3,890","3,535","25,560,000,000","0.00","7,200,000",,,
1938,241520,DSC인베스트먼트,"1,410","-115","-7.5","272,282","370,863,655","1,385","1,435","1,300","25,548,330,030","0.00","18,119,383",,,
1939,025820,이구산업,"761","-86","-10.2","267,518","205,994,657","755","810","755","25,449,362,000","0.00","33,442,000",,,
1940,208350,지란지교시큐리티,"3,270","-395","-10.8","29,332","96,096,170","3,400","3,600","3,150","25,422,722,910","0.00","7,774,533",,,
1941,001770,신화실업,"20,900","0","0.0","0","0","0","0","0","25,390,950,200","0.00","1,214,878",,,
1942,216400,바이오코아,"3,675","-10","-0.3","262","826,175","3,500","3,675","3,150","25,378,359,300","0.00","6,905,676",,,
1943,076610,해성옵틱스,"811","-130","-13.8","825,729","701,692,754","862","910","811","25,376,488,448","0.00","31,290,368",,,
1944,054220,비츠로시스,"485","0","0.0","0","0","0","0","0","25,363,340,295","0.00","52,295,547",,,
1945,023810,인팩,"2,535","-155","-5.8","10,275","25,257,125","2,685","2,685","2,360","25,350,000,000","0.00","10,000,000",,,
1946,030720,동원수산,"5,440","-440","-7.5","160,808","874,443,670","5,360","5,670","5,160","25,316,699,200","0.00","4,653,805",,,
1947,010770,평화홀딩스,"1,730","-165","-8.7","29,014","50,080,025","1,725","1,860","1,665","25,302,056,180","0.00","14,625,466",,,
1948,088390,이녹스,"2,700","-300","-10.0","31,001","82,222,645","2,800","2,935","2,505","25,247,278,800","0.00","9,350,844",,,
1949,002870,신풍제지,"722","-53","-6.8","201,501","147,844,507","766","766","718","25,240,181,400","0.00","34,958,700",,,
1950,010240,흥국,"2,045","-225","-9.9","99,126","203,906,500","2,050","2,225","1,990","25,199,913,320","0.00","12,322,696",,,
1951,129260,인터지스,"847","-124","-12.8","237,040","205,752,297","885","960","843","25,196,449,278","0.00","29,747,874",,,
1952,236030,씨알푸드,"12,700","400","3.2","101","1,212,700","12,000","12,700","12,000","25,146,000,000","0.00","1,980,000",,,
1953,003310,대주산업,"710","-4","-0.6","384,332","264,826,849","670","721","665","25,128,568,500","0.00","35,392,350",,,
1954,002820,선창산업,"1,990","-140","-6.6","113,310","218,687,740","1,995","1,995","1,815","25,089,898,110","0.00","12,607,989",,,
1955,215480,토박스코리아,"613","-50","-7.5","1,384,102","865,930,118","610","670","600","25,086,673,751","0.00","40,924,427",,,
1956,263810,상신전자,"1,760","-5","-0.3","62,703","104,013,360","1,610","1,785","1,610","25,070,703,680","0.00","14,244,718",,,
1957,900110,이스트아시아홀딩스,"230","0","0.0","0","0","0","0","0","25,070,157,780","0.00","109,000,686",,,
1958,092300,현우산업,"1,635","-145","-8.2","117,551","189,349,475","1,695","1,695","1,550","25,019,631,645","0.00","15,302,527",,,
1959,024070,WISCOM,"1,630","-100","-5.8","14,212","22,765,955","1,700","1,720","1,565","24,982,093,940","0.00","15,326,438",,,
1960,028080,휴맥스홀딩스,"1,985","-175","-8.1","12,206","24,160,095","2,155","2,155","1,900","24,966,349,410","0.00","12,577,506",,,
1961,075970,동국알앤에스,"1,355","-120","-8.1","579,241","770,550,785","1,395","1,430","1,250","24,932,000,000","0.00","18,400,000",,,
1962,026040,제이에스티나,"1,510","-5","-0.3","155,416","228,519,945","1,370","1,535","1,370","24,920,722,900","0.00","16,503,790",,,
1963,278380,원바이오젠,"11,500","-1,400","-10.8","3,012","34,631,400","12,700","12,700","11,200","24,915,440,000","0.00","2,166,560",,,
1964,013810,스페코,"1,700","-130","-7.1","202,285","347,484,445","1,705","1,775","1,685","24,914,299,000","0.00","14,655,470",,,
1965,236340,메디젠휴먼케어,"10,800","1,020","10.4","434","4,288,680","9,990","10,800","9,200","24,892,833,600","0.00","2,304,892",,,
1966,069640,한세엠케이,"1,925","-180","-8.6","49,585","98,514,580","2,005","2,005","1,925","24,850,444,850","0.00","12,909,322",,,
1967,142210,유니트론텍,"2,330","-315","-11.9","124,881","307,491,250","2,460","2,565","2,330","24,818,826,810","0.00","10,651,857",,,
1968,066110,한프,"470","-40","-7.8","6,345,518","3,271,264,364","490","567","464","24,815,812,000","0.00","52,799,600",,,
1969,003720,삼영화학,"728","-139","-16.0","198,168","150,842,327","780","800","726","24,752,000,000","0.00","34,000,000",,,
1970,003280,흥아해운,"213","-31","-12.7","9,814,860","2,219,611,702","236","241","207","24,708,333,345","0.00","116,001,565",,,
1971,310200,애니플러스,"908","-77","-7.8","41,293","37,523,467","955","955","896","24,704,354,612","0.00","27,207,439",,,
1972,071850,캐스텍코리아,"1,490","0","0.0","41,141","59,904,785","1,470","1,490","1,395","24,688,090,120","0.00","16,569,188",,,
1973,019570,리더스 기술투자,"390","-12","-3.0","459,505","176,392,476","375","402","366","24,686,047,620","0.00","63,297,558",,,
1974,258790,소프트캠프,"1,020","-80","-7.3","98,529","100,343,860","1,045","1,145","991","24,685,309,680","0.00","24,201,284",,,
1975,088790,진도,"1,980","-340","-14.7","29,428","59,594,970","2,285","2,285","1,930","24,646,533,120","0.00","12,447,744",,,
1976,008420,문배철강,"1,200","-80","-6.2","203,193","246,149,715","1,270","1,270","1,180","24,604,206,000","0.00","20,503,505",,,
1977,127160,매직마이크로,"400","-19","-4.5","1,832,270","765,912,401","426","448","397","24,596,129,200","0.00","61,490,323",,,
1978,101930,인화정공,"2,635","-330","-11.1","78,259","200,849,425","2,845","2,930","2,440","24,589,042,675","0.00","9,331,705",,,
1979,337840,유엑스엔,"8,590","90","1.1","2","17,180","8,590","8,590","8,590","24,581,831,200","0.00","2,861,680",,,
1980,079810,디이엔티,"1,950","-165","-7.8","139,270","265,278,345","1,995","2,150","1,800","24,575,748,600","0.00","12,602,948",,,
1981,293580,나우IB,"2,590","-270","-9.4","51,035","133,897,955","2,690","2,720","2,585","24,553,200,000","0.00","9,480,000",,,
1982,024840,KBI메탈,"745","-65","-8.0","259,610","195,853,126","754","790","742","24,548,381,760","0.00","32,950,848",,,
1983,053160,프리엠스,"4,080","-10","-0.2","69,973","279,545,095","4,085","4,090","3,705","24,480,000,000","0.00","6,000,000",,,
1984,219750,지티지웰니스,"1,985","-90","-4.3","241,484","478,385,365","2,040","2,095","1,870","24,447,788,010","0.00","12,316,266",,,
1985,900080,에스앤씨엔진그룹,"197","-17","-7.9","383,904","73,964,935","208","208","185","24,380,639,821","0.00","123,759,593",,,
1986,290270,휴네시온,"2,530","-65","-2.5","76,540","191,222,730","2,470","2,575","2,400","24,307,410,160","0.00","9,607,672",,,
1987,317860,노드메이슨,"6,500","0","0.0","210","1,267,500","7,000","7,000","6,000","24,277,877,000","0.00","3,735,058",,,
1988,082850,우리바이오,"540","-43","-7.4","325,000","177,433,834","550","568","531","24,255,654,120","0.00","44,917,878",,,
1989,002710,TCC스틸,"1,085","-245","-18.4","202,297","222,224,970","1,285","1,310","1,035","24,241,612,500","0.00","22,342,500",,,
1990,219550,MP한강,"426","-56","-11.6","489,391","213,098,709","444","469","419","24,210,121,020","0.00","56,831,270",,,
1991,307180,아이엘사이언스,"1,235","-20","-1.6","34,300","41,872,535","1,230","1,250","1,175","24,208,807,155","0.00","19,602,273",,,
1992,001000,신라섬유,"997","-78","-7.3","128,924","126,689,275","986","1,025","966","24,204,707,380","0.00","24,277,540",,,
1993,153460,네이블,"3,705","-355","-8.7","26,935","98,914,560","3,700","4,040","3,505","24,193,701,870","0.00","6,530,014",,,
1994,038620,위즈코프,"623","-30","-4.6","277,321","169,323,537","604","634","600","24,191,570,956","0.00","38,830,772",,,
1995,052460,아이크래프트,"1,655","-95","-5.4","164,059","267,288,935","1,650","1,710","1,575","24,176,134,080","0.00","14,607,936",,,
1996,221800,유투바이오,"12,700","-50","-0.4","0","0","0","0","0","24,136,477,000","0.00","1,900,510",,,
1997,002220,한일철강,"1,080","-85","-7.3","69,857","76,518,010","1,130","1,180","1,075","24,108,116,400","0.00","22,322,330",,,
1998,029480,바른테크놀로지,"396","-22","-5.3","325,218","125,540,188","405","405","375","24,098,692,860","0.00","60,855,285",,,
1999,211050,인카금융서비스,"5,350","-50","-0.9","5","26,750","5,350","5,350","5,350","24,042,846,500","0.00","4,493,990",,,
2000,228340,동양파일,"1,200","25","2.1","375,249","415,870,340","1,100","1,210","1,010","24,000,000,000","0.00","20,000,000",,,
2001,027580,상보,"514","-46","-8.2","365,539","189,091,764","520","543","503","23,994,096,194","0.00","46,681,121",,,
2002,046310,백금T&A,"1,525","-65","-4.1","249,795","376,926,000","1,495","1,620","1,410","23,811,066,350","0.00","15,613,814",,,
2003,33626K,두산퓨얼셀1우,"1,780","-165","-8.5","64,575","116,022,210","1,680","1,895","1,680","23,788,276,000","0.00","13,364,200",,,
2004,053270,구영테크,"900","-54","-5.7","181,405","163,883,094","918","925","883","23,754,756,600","0.00","26,394,174",,,
2005,109070,컨버즈,"6,610","-2,820","-29.9","290,554","1,976,389,790","8,150","8,640","6,610","23,733,251,270","0.00","3,590,507",,,
2006,065770,CS,"1,260","-155","-11.0","156,761","194,922,475","1,305","1,370","1,155","23,732,289,000","0.00","18,835,150",,,
2007,130500,GH신소재,"2,155","-155","-6.7","856,401","1,843,221,185","2,145","2,250","2,020","23,705,000,000","0.00","11,000,000",,,
2008,054180,중앙오션,"826","-114","-12.1","311,124","253,728,925","900","900","790","23,702,624,246","0.00","28,695,671",,,
2009,313760,윌링스,"4,870","-130","-2.6","24,874","116,149,385","4,540","4,900","4,525","23,677,940,000","0.00","4,862,000",,,
2010,109080,옵티시스,"4,200","-205","-4.6","50,482","207,271,300","4,100","4,400","3,980","23,671,200,000","0.00","5,636,000",,,
2011,051980,센트럴바이오,"510","14","2.8","3,453,595","1,919,459,957","625","625","495","23,615,493,900","0.00","46,304,890",,,
2012,054630,에이디칩스,"529","-32","-5.7","783,685","413,757,252","499","560","499","23,580,708,761","0.00","44,576,009",,,
2013,009140,경인전자,"15,000","150","1.0","5,288","78,547,600","14,850","15,000","14,850","23,561,955,000","0.00","1,570,797",,,
2014,038010,제일테크노스,"2,610","-70","-2.6","21,508","54,545,705","2,680","2,680","2,425","23,490,000,000","0.00","9,000,000",,,
2015,277070,린드먼아시아,"1,735","-95","-5.2","36,601","62,100,385","1,705","1,800","1,635","23,422,500,000","0.00","13,500,000",,,
2016,065440,이루온,"858","-57","-6.2","598,233","503,401,690","849","885","816","23,401,967,160","0.00","27,275,020",,,
2017,095910,에스에너지,"1,750","-165","-8.6","39,794","71,573,455","1,735","1,905","1,735","23,387,561,750","0.00","13,364,321",,,
2018,234070,에이원알폼,"6,610","190","3.0","200","1,322,000","6,610","6,610","6,610","23,355,284,860","0.00","3,533,326",,,
2019,037030,파워넷,"1,935","-170","-8.1","308,617","587,165,510","1,970","1,990","1,830","23,238,603,090","0.00","12,009,614",,,
2020,187790,나노,"900","-105","-10.4","261,117","239,308,719","960","992","895","23,218,069,500","0.00","25,797,855",,,
2021,272110,케이엔제이,"3,670","-530","-12.6","70,435","260,237,200","3,820","3,950","3,570","23,140,935,440","0.00","6,305,432",,,
2022,317870,엔바이오니아,"3,100","-180","-5.5","112,781","344,501,440","3,150","3,150","2,980","23,112,220,500","0.00","7,455,555",,,
2023,032080,아즈텍WB,"1,075","-115","-9.7","167,718","177,808,185","1,110","1,115","1,020","23,102,856,175","0.00","21,491,029",,,
2024,009180,한솔로지스틱스,"840","-72","-7.9","629,187","534,333,051","864","870","838","23,081,037,000","0.00","27,477,425",,,
2025,000157,두산2우B,"25,800","-1,500","-5.5","1,236","31,080,450","27,000","27,000","23,400","23,040,380,400","0.00","893,038",,,
2026,049120,파인디앤씨,"873","-28","-3.1","200,679","169,242,568","900","900","814","23,012,231,112","0.00","26,359,944",,,
2027,094970,제이엠티,"1,370","-90","-6.2","302,096","391,485,925","1,330","1,380","1,245","22,945,088,800","0.00","16,748,240",,,
2028,024850,피에스엠씨,"570","-80","-12.3","121,351","69,443,009","616","616","543","22,809,418,110","0.00","40,016,523",,,
2029,207490,에이펙스인텍,"6,310","0","0.0","0","0","0","0","0","22,716,000,000","0.00","3,600,000",,,
2030,098660,에스티오,"1,815","-115","-6.0","24,451","43,138,860","1,800","1,895","1,700","22,689,271,440","0.00","12,500,976",,,
2031,036640,HRS,"1,385","-30","-2.1","128,336","176,018,735","1,375","1,425","1,310","22,651,398,000","0.00","16,354,800",,,
2032,049800,우진플라임,"2,265","-5","-0.2","9,826","22,014,230","2,105","2,265","2,105","22,650,000,000","0.00","10,000,000",,,
2033,105330,케이엔더블유,"4,000","0","0.0","32,193","130,553,355","3,550","4,290","3,505","22,645,388,000","0.00","5,661,347",,,
2034,043100,솔고바이오,"140","0","0.0","0","0","0","0","0","22,641,609,900","0.00","161,725,785",,,
2035,072130,유엔젤,"1,715","-275","-13.8","191,093","339,421,490","1,830","1,885","1,705","22,630,203,610","0.00","13,195,454",,,
2036,021650,한국큐빅,"1,380","-125","-8.3","98,412","136,579,220","1,470","1,470","1,350","22,563,776,940","0.00","16,350,563",,,
2037,065370,위세아이텍,"5,250","-870","-14.2","48,119","260,031,880","5,430","5,640","5,210","22,535,625,000","0.00","4,292,500",,,
2038,203450,유니온커뮤니티,"1,530","-40","-2.6","80,623","120,032,120","1,500","1,540","1,415","22,458,880,710","0.00","14,679,007",,,
2039,021880,메이슨캐피탈,"226","-16","-6.6","299,856","67,804,676","241","250","221","22,415,676,208","0.00","99,184,408",,,
2040,058530,슈펙스비앤피,"203","-19","-8.6","21,290,279","4,949,055,147","250","255","200","22,408,010,058","0.00","110,384,286",,,
2041,012620,원일특강,"5,080","-220","-4.2","15,286","79,480,430","5,300","5,300","5,010","22,352,000,000","0.00","4,400,000",,,
2042,234920,자이글,"1,650","-265","-13.8","89,993","152,707,940","1,870","1,870","1,625","22,326,001,500","0.00","13,530,910",,,
2043,051630,진양화학,"1,860","-140","-7.0","140,701","255,744,355","1,840","1,865","1,730","22,320,000,000","0.00","12,000,000",,,
2044,071950,코아스,"722","-70","-8.8","241,265","174,480,058","792","792","708","22,315,005,620","0.00","30,907,210",,,
2045,007280,한국특수형강,"688","-42","-5.8","73,518","50,169,100","672","700","672","22,259,201,120","0.00","32,353,490",,,
2046,269620,시스웍,"1,235","-105","-7.8","148,256","187,548,515","1,250","1,320","1,215","22,230,000,000","0.00","18,000,000",,,
2047,127710,아시아경제,"870","-77","-8.1","199,591","174,432,368","870","908","856","22,192,598,580","0.00","25,508,734",,,
2048,076340,관악산업,"4,550","-550","-10.8","1,211","5,561,300","5,850","5,850","4,340","22,165,143,000","0.00","4,871,460",,,
2049,101170,우림기계,"1,640","-165","-9.1","67,049","110,134,885","1,760","1,760","1,600","22,140,000,000","0.00","13,500,000",,,
2050,126640,화신정공,"607","-57","-8.6","326,187","197,333,581","615","629","596","22,078,949,409","0.00","36,373,887",,,
2051,233990,질경이,"1,580","190","13.7","3,002","4,214,220","1,390","1,580","1,220","22,066,779,280","0.00","13,966,316",,,
2052,048770,TPC,"1,635","-115","-6.6","65,939","107,747,210","1,695","1,695","1,600","22,040,251,260","0.00","13,480,276",,,
2053,123840,한일진공,"390","2","0.5","367,243","137,968,494","362","395","350","21,920,331,030","0.00","56,205,977",,,
2054,035460,기산텔레콤,"1,500","-160","-9.6","166,310","249,914,460","1,600","1,600","1,445","21,866,010,000","0.00","14,577,340",,,
2055,024910,경창산업,"610","-44","-6.7","96,124","59,103,204","644","644","602","21,849,593,050","0.00","35,819,005",,,
2056,060260,뉴보텍,"653","-62","-8.7","172,770","115,465,857","700","703","652","21,832,238,750","0.00","33,433,750",,,
2057,215090,유니맥스글로벌,"834","-77","-8.4","211,653","181,886,901","916","917","825","21,804,702,318","0.00","26,144,727",,,
2058,122690,서진오토모티브,"1,115","20","1.8","4,171","4,486,365","1,005","1,180","1,005","21,788,489,290","0.00","19,541,246",,,
2059,073540,에프알텍,"1,910","-105","-5.2","78,681","149,325,260","1,850","2,015","1,810","21,774,000,000","0.00","11,400,000",,,
2060,038110,에코플라스틱,"845","-80","-8.6","85,072","71,522,620","834","902","806","21,690,617,650","0.00","25,669,370",,,
2061,101390,아이엠,"513","-46","-8.2","330,324","170,953,455","516","539","500","21,660,486,210","0.00","42,223,170",,,
2062,000040,KR모터스,"457","-24","-5.0","440,241","203,063,852","474","474","452","21,643,985,226","0.00","47,361,018",,,
2063,096610,알에프세미,"2,650","-325","-10.9","82,005","217,518,700","2,850","2,850","2,545","21,624,704,900","0.00","8,160,266",,,
2064,33637L,두산솔루스2우B,"13,100","200","1.6","97,652","1,236,771,200","12,000","14,200","11,100","21,563,255,000","0.00","1,646,050",,,
2065,007770,한일화학,"6,120","-540","-8.1","10,621","65,081,400","6,010","6,420","6,010","21,481,200,000","0.00","3,510,000",,,
2066,014940,오리엔탈정공,"469","-56","-10.7","183,048","87,304,134","480","500","466","21,374,047,009","0.00","45,573,661",,,
2067,147760,마이크로프랜드,"1,970","-130","-6.2","85,836","170,028,920","1,910","2,050","1,905","21,315,136,020","0.00","10,819,866",,,
2068,154030,아시아종묘,"2,310","-190","-7.6","94,442","216,736,355","2,405","2,415","2,230","21,287,895,090","0.00","9,215,539",,,
2069,032280,삼일,"1,310","-135","-9.3","185,101","242,971,170","1,330","1,380","1,285","21,239,802,900","0.00","16,213,590",,,
2070,054940,엑사이엔씨,"640","-50","-7.2","893,121","563,596,850","624","667","613","21,231,070,720","0.00","33,173,548",,,
2071,036180,에이프런티어,"1,205","0","0.0","0","0","0","0","0","21,208,410,905","0.00","17,600,341",,,
2072,140520,대창스틸,"1,060","-130","-10.9","62,265","66,608,700","1,150","1,150","1,040","21,200,000,000","0.00","20,000,000",,,
2073,082660,코스나인,"990","-245","-19.8","1,016,888","1,021,512,885","1,200","1,215","944","21,171,975,660","0.00","21,385,834",,,
2074,101680,한국정밀기계,"2,515","0","0.0","0","0","0","0","0","21,136,060,000","0.00","8,404,000",,,
2075,115480,씨유메디칼,"1,120","-135","-10.8","577,876","652,664,665","1,135","1,200","1,070","21,068,685,120","0.00","18,811,326",,,
2076,131220,대한과학,"2,810","-220","-7.3","132,650","373,318,710","2,805","2,935","2,700","20,947,116,900","0.00","7,454,490",,,
2077,019540,일지테크,"1,550","20","1.3","276,464","395,803,080","1,410","1,555","1,290","20,945,925,000","0.00","13,513,500",,,
2078,093240,형지엘리트,"672","-81","-10.8","518,891","349,237,817","685","715","644","20,936,024,256","0.00","31,154,798",,,
2079,150900,파수닷컴,"2,155","-125","-5.5","22,943","49,507,770","2,115","2,280","2,085","20,894,860,605","0.00","9,695,991",,,
2080,002290,삼일기업공사,"1,680","-155","-8.4","189,818","307,065,965","1,670","1,705","1,550","20,832,000,000","0.00","12,400,000",,,
2081,099520,ITX엠투엠,"1,265","-120","-8.7","363,647","456,344,650","1,355","1,355","1,210","20,829,655,715","0.00","16,466,131",,,
2082,123010,아이에이네트웍스,"3,015","-185","-5.8","66,650","194,962,735","3,005","3,165","2,800","20,800,958,355","0.00","6,899,157",,,
2083,297570,알로이스,"1,200","-180","-13.0","24,334","30,655,875","1,215","1,310","1,200","20,795,296,800","0.00","17,329,414",,,
